"Short Key",Nombre,MAC,IP,Estado,Plaza,Grupo,Agent,PVSI,"PVSI Fecha","PVSI Hora",AgentResurtido,"Resurtido Fecha",Windows,Arquitectura,"RAM (GB)","Disco (GB)",BitLocker,"Download Path","Última Actividad"
00024,SANLUCAS-PVSI,AUTO-REC-35166,187.199.197.187,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",25-06-2026,12:40:15,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,16,971,,"D:\PVSI","2026-06-26 07:39:12"
XSACE,SANTACECILIA,AUTO-REC-17,201.105.74.206,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",25-06-2026,08:01:46,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,916,,"D:\PVSI","2026-06-26 07:39:13"
TSEGU,SEGURO-SOCIAL,AUTO-REC-20818,189.150.154.109,online,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,16:45:52,,,"Microsoft Windows 11 Pro",x64,8,456,,"D:\PVSI","2026-06-26 07:39:06"
00085,SERVIDOR,AUTO-REC-10341,187.223.35.10,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:09:01,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,913,,"D:\PVSI","2026-06-26 07:39:14"
,SERVIDOR,AUTO-REC-191,187.150.99.197,online,,,3.67,,,,,,"Microsoft Windows 11 Pro",x64,8,474,,"C:\ProgramData\DistributionAgent\files","2026-06-26 07:39:03"
XPUEN,SERVIDOR,AUTO-REC-144,201.105.85.4,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:19:30,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:39:10"
PAVEN,SERVIDOR,AUTO-REC-188,38.211.59.5,online,PENLA,"PENINSULA TIENDAS",3.67,"26.0.2_06.21 DBXW",26-06-2026,08:01:10,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,455,,"D:\PVSI","2026-06-26 07:39:12"
,SERVIDOR,AUTO-REC-10352,187.252.198.85,online,,,3.67,"26.0.2_06.13 DBXW",17-06-2026,16:23:05,,,"Microsoft Windows 10 Pro",x64,8,910,,"C:\ProgramData\DistributionAgent\files","2026-06-26 07:39:14"
XALMA,SERVIDOR,AUTO-REC-170,201.111.184.255,online,XALAP,"XALAPA ALMACEN",3.67,"26.0.2_06.21 DBXW",26-06-2026,07:05:11,,,"Microsoft Windows 10 Pro",x64,8,911,,"D:\Almacen","2026-06-26 07:39:15"
SOLID,SOLIDARIDAD,AUTO-REC-20870,189.148.28.115,online,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,19:26:18,,,"Microsoft Windows 11 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:39:16"
HSOLI,SOLIDARIDAD,AUTO-REC-117,189.173.58.163,offline,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",25-06-2026,12:30:05,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,476,,"D:\PVSI","2026-06-25 19:31:44"
GSALI,STAALICIA,AUTO-REC-10359,177.249.175.130,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.16 DBXW",22-06-2026,22:20:10,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,4,931,,"D:\PVSI","2026-06-26 07:39:14"
00070,SUC-AUTOSJD,AUTO-REC-11640,187.199.116.72,offline,BAJAC,,3.67,"26.0.2_06.21 DBXW",26-06-2026,18:11:55,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Home Single Language",x64,8,447,,"D:\PVSI","2026-06-25 23:47:03"
00050,SUC-LACOMER,PENDING-DEL-197,187.199.112.83,online,BAJAC,,3.67,"26.0.2_06.18 DBXW",24-06-2026,18:04:16,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,455,,"C:\ProgramData\DistributionAgent\files","2026-06-26 07:39:11"
GJULI,SUC8DEJULIOSERV,B0:7B:25:18:E1:2D,187.228.34.113,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",25-06-2026,08:33:50,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,910,,"D:\PVSI","2026-06-26 07:39:02"
GAJIJ,SUCAJIJICSERV,AUTO-REC-10373,189.181.43.150,offline,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",25-06-2026,09:01:06,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,7,930,,"D:\PVSI","2026-06-25 18:01:24"
GALAB,SUCALAMO2SERV,AUTO-REC-1186,189.203.207.185,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",25-06-2026,13:40:20,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,910,,"D:\PVSI","2026-06-26 07:39:06"
GARCO,SUCARCOSSERV,AUTO-REC-18,187.228.114.221,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",25-06-2026,09:07:39,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,4,931,,"D:\PVSI","2026-06-26 07:39:17"
GAVIA,SUCAVIACIONSERV,AUTO-REC-218,189.181.200.128,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",26-06-2026,18:28:13,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,6,931,,"D:\PVSI","2026-06-26 07:39:02"
GCHPL,SUCCHAPALASERV,AUTO-REC-128,187.139.119.90,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",25-06-2026,17:57:52,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:39:07"
GCHAP,SUCCHAPALITASER,B4:2E:99:F3:9B:39,187.224.127.216,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",25-06-2026,13:27:11,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Home",x64,4,931,,"D:\PVSI","2026-06-26 07:39:18"
,SUCCOLEGIOAUX,AUTO-REC-182,189.163.25.35,online,,,3.67,,,,,,"Microsoft Windows 10 Pro",x64,4,465,,"C:\ProgramData\DistributionAgent\files","2026-06-26 07:38:54"
GCOLE,SUCCOLEGIOSERV,AUTO-REC-3269,189.163.25.35,online,GUADA,GUADALAJARA,3.67,"26.7 R03.12.28",03-06-2026,07:33:56,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,854,,"D:\PVSI","2026-06-26 07:39:17"
GCORD,SUCCORDILLERASS,AUTO-REC-196,189.163.36.243,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",26-06-2026,18:08:45,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,6,930,,"D:\PVSI","2026-06-26 07:38:58"
GCOSA,SUCCOSALASERV,AUTO-REC-31436,189.181.62.193,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",25-06-2026,10:36:05,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,931,,"D:\PVSI","2026-06-26 07:39:07"
GCRUZ,SUCCRUZSERV,AUTO-REC-12,189.143.197.23,online,GUADA,GUADALAJARA,3.67,"26.7 R03.12.28",03-06-2026,07:36:05,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Home Single Language",x64,8,931,,"D:\PVSI","2026-06-26 07:39:01"
GCURI,SUCCURIELSERV,AUTO-REC-7,187.211.39.150,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",25-06-2026,17:22:55,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,931,,"D:\PVSI","2026-06-26 07:38:57"
00069,SUCDOBLADO,AUTO-REC-7016,201.108.75.188,online,BAJAC,,3.67,"26.7 R03.12.28",03-06-2026,06:33:15,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,455,,"D:\PVSI","2026-06-26 07:39:10"
HIGUE,SUCHIGUERAS,AUTO-REC-59,201.105.103.156,offline,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,17:14:21,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,474,,"D:\PVSI","2026-06-25 21:01:03"
GINGL,SUCINGLATERRASE,50:3E:AA:0A:9D:16,187.213.169.208,offline,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",25-06-2026,08:03:06,,,"Microsoft Windows 7 Professional",x86,2,536,,"D:\PVSI","2026-06-25 13:50:53"
HLIBE,SUCLIBERTAD-PC,AUTO-REC-10405,187.158.59.167,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,17:57:41,,,"Microsoft Windows 7 Professional",x86,3,466,,"D:\PVSI","2026-06-26 07:39:10"
GMONR,SUCMONRAZSERV,74:27:EA:DB:BF:11,187.212.203.115,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",26-06-2026,18:04:08,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Home Single Language",x64,8,931,,"D:\PVSI","2026-06-26 07:39:14"
GVIRR,SUCNACIONESSERV,AUTO-REC-68,189.163.152.45,online,GUADA,GUADALAJARA,3.67,"26.7 R03.12.28",03-06-2026,07:25:49,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Home Single Language",x64,4,1154,,"D:\PVSI","2026-06-26 07:39:01"
GPOLA,SUCPOLANCO,PENDING-DEL-40867,189.143.199.196,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",25-06-2026,15:14:15,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Home Single Language",x64,8,1378,,"D:\PVSI","2026-06-26 07:39:11"
GPROV,SUCPROVIDENCIAS,AUTO-REC-123,187.201.214.200,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.21 DBXW",26-06-2026,07:13:17,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,6,931,,"D:\PVSI","2026-06-26 07:39:06"
GSOLA,SUCSOLARESSERV,AUTO-REC-12719,189.182.126.249,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",26-06-2026,17:51:47,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,4,465,,"D:\PVSI","2026-06-26 07:39:15"
GTEPE,SUCTEPEYACSERV,AUTO-REC-93,189.163.57.91,online,GUADA,GUADALAJARA,3.67,"26.0.2_06.18 DBXW",26-06-2026,19:56:32,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,931,,"D:\PVSI","2026-06-26 07:39:17"
TOTUT,SUCTOTUTLA,AUTO-REC-145,189.156.210.58,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.21 DBXW",25-06-2026,14:20:18,"26.7 R03.12.28",03-06-2026,"Microsoft Windows NT 6.2.9200.0",x64,,916,,"D:\pvsi","2026-06-26 07:38:55"
00101,SUCURSAL-ESTERI,AUTO-REC-11722,187.223.16.63,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:05:33,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Home Single Language",x64,8,916,,"D:\PVSI","2026-06-26 07:39:08"
PMORE,SUCURSALMORELOS,AUTO-REC-186,187.147.190.62,online,PENLA,"PENINSULA TIENDAS",3.67,"26.0.2_06.21 DBXW",26-06-2026,08:05:54,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,930,,"D:\PVSI","2026-06-26 07:39:15"
HYAQU,SUCYAQUI,D0:27:88:E1:D3:3E,189.173.115.201,offline,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,18:01:14,,,"Microsoft Windows 7 Professional",x86,3,441,,"D:\PVSI","2026-06-25 19:03:06"
00116,SUC_LABALLENA,AUTO-REC-40745,187.199.83.129,online,BAJAC,,3.67,"26.0.2_06.21 DBXW",25-06-2026,11:59:01,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,474,,"D:\PVSI","2026-06-26 07:39:03"
XSUMI,SUMIDERO,AUTO-REC-55,201.111.204.125,offline,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.21 DBXW",25-06-2026,11:35:30,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,931,,"D:\PVSI","2026-06-25 21:00:18"
,SUPERVISION,AUTO-REC-90-1782143333,177.249.170.51,offline,,,3.67,,,,,,"Microsoft Windows 11 Home Single Language",x64,8,237,,"C:\ProgramData\DistributionAgent\files","2026-06-23 15:12:20"
T0001,T01-PV-01,FC:AA:14:84:C4:6C,189.178.177.120,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,12:53:05,,,"Microsoft Windows 10 Pro",x64,6,447,,"D:\PVSI","2026-06-26 07:39:12"
T0002,T02-PV-01,AUTO-REC-10363,189.177.53.167,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:29:47,,,"Microsoft Windows 10 Pro",x64,6,912,,"D:\PVSI","2026-06-26 07:39:12"
T0003,T03-PV-01,PENDING-DEL-40798,187.144.81.176,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:01:41,,,"Microsoft Windows 11 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:39:10"
T0004,T04-PV-01,AUTO-REC-10365,189.177.138.226,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,18:58:48,,,"Microsoft Windows 11 Pro",x64,8,911,,"D:\PVSI","2026-06-26 07:39:18"
T0005,T05-PV-01,AUTO-REC-10366,187.144.85.30,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:00:55,,,"Microsoft Windows 10 Home Single Language",x64,8,464,,"D:\PVSI","2026-06-26 07:39:13"
T0006,T06-PV-01,AUTO-REC-10367,189.177.2.21,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:47:45,,,"Microsoft Windows 11 Pro",x64,16,446,,"D:\PVSI","2026-06-26 07:39:07"
T0007,T07-PV-01,AUTO-REC-10368,187.192.143.116,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,13:15:29,,,"Microsoft Windows 11 Pro",x64,16,668,,"D:\PVSI","2026-06-26 07:38:56"
T0008,T08-PV-01,AUTO-REC-10369,189.178.246.135,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,14:05:25,,,"Microsoft Windows 10 Pro",x64,7,931,,"D:\PVSI","2026-06-26 07:39:18"
T0009,T09-PV-01,AUTO-REC-40735,187.192.236.70,online,VALLA,,3.67,"26.0.2_06.13 DBXW",25-06-2026,08:36:01,,,"Microsoft Windows 10 Pro",x64,8,297,,"D:\PVSI","2026-06-26 07:39:11"
T0010,T10-PV-01,18:C0:4D:C6:29:8C,189.178.157.216,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:07:41,,,"Microsoft Windows 10 Pro",x64,8,911,,"D:\PVSI","2026-06-26 07:39:17"
T0011,T11-PV-01,AUTO-REC-10372,189.177.28.78,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,08:32:58,,,"Microsoft Windows 10 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:39:09"
T0012,T12-PV-01,AUTO-REC-10375,187.192.154.226,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:11:11,,,"Microsoft Windows 11 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:39:06"
T0013,T13-PV-01,AUTO-REC-10376,189.177.38.44,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,18:03:50,,,"Microsoft Windows 11 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:39:05"
T0014,T14-PV-01,AUTO-REC-12714,187.192.203.200,online,VALLA,VALLARTA,3.67,"26.0.2_06.16 DBXW",26-06-2026,18:45:56,,,"Microsoft Windows 11 Home",x64,6,222,,"D:\PVSI","2026-06-26 07:39:03"
T0015,T15-PV-01,AUTO-REC-10377,189.177.9.168,online,VALLA,VALLARTA,3.67,"26.0.2_06.18 DBXW",26-06-2026,18:51:04,,,"Microsoft Windows 10 Pro",x64,4,447,,"D:\PVSI","2026-06-26 07:38:57"
T0016,T16-PV-01,F4:B5:20:71:AB:2F,187.144.27.153,offline,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,10:51:39,,,"Microsoft Windows 11 Pro",x64,8,893,,"D:\PVSI","2026-06-25 19:04:51"
T0018,T18-PV-01,AUTO-REC-10379,189.177.4.143,online,VALLA,VALLARTA,3.67,"26.0.2_06.18 DBXW",26-06-2026,18:53:06,,,"Microsoft Windows 10 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:39:18"
T0019,T19-PV-01,AUTO-REC-10381,189.178.166.187,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:14:27,,,"Microsoft Windows 11 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:39:11"
T0020,T20-PV-01,AUTO-REC-10382,187.144.1.93,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,18:52:47,,,"Microsoft Windows 11 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:38:49"
T0021,T21-PV-01,AUTO-REC-10388,189.177.50.166,offline,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,08:38:03,,,"Microsoft Windows 11 Pro",x64,14,446,,"D:\PVSI","2026-06-25 19:09:46"
T0023,T23-PV-01,AUTO-REC-10392,189.177.134.75,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:03:59,,,"Microsoft Windows 11 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:38:56"
T0024,T24-PV-01,AUTO-REC-10393,189.177.144.171,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:03:24,,,"Microsoft Windows 10 Home Single Language",x64,14,447,,"D:\PVSI","2026-06-26 07:39:14"
T0025,T25-PV-01,AUTO-REC-10394,189.177.21.25,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,18:10:18,,,"Microsoft Windows 11 Pro",x64,16,446,,"D:\PVSI","2026-06-26 07:39:16"
T0026,T26-PV-01,AUTO-REC-10395,189.178.126.150,offline,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",24-06-2026,09:31:49,,,"Microsoft Windows 10 Pro",x64,4,223,,"D:\PVSI","2026-06-24 17:20:12"
,T26-PV-01,1C:1B:0D:CE:12:86,187.144.81.234,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,15:04:49,,,"Microsoft Windows 10 Pro",x64,4,223,,"D:\PVSI","2026-06-26 07:38:57"
T0027,T27-PV-01,AUTO-REC-10396,187.144.31.56,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:06:36,,,"Microsoft Windows 10 Pro",x64,8,447,,"D:\PVSI","2026-06-26 07:39:08"
T0028,T28-PV-01,AUTO-REC-10397,189.177.52.109,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,11:28:21,,,"Microsoft Windows 11 Pro",x64,6,446,,"D:\PVSI","2026-06-26 07:39:05"
T0029,T29-PV-01,AUTO-REC-40736,189.163.242.74,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:34:51,,,"Microsoft Windows 10 Pro",x64,7,446,,"D:\PVSI","2026-06-26 07:39:03"
T0030,T30-PV-01,AUTO-REC-10399,189.177.58.254,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,18:56:46,,,"Microsoft Windows 10 Home Single Language",x64,6,447,,"D:\PVSI","2026-06-26 07:39:10"
T0031,T31-PV-01,AUTO-REC-12720,187.192.216.204,online,VALLA,VALLARTA,3.67,"26.0.2_06.18 DBXW",25-06-2026,09:22:40,,,"Microsoft Windows 10 Home Single Language",x64,4,464,,"D:\PVSI","2026-06-26 07:39:04"
T0032,T32-PV-01,E0:D5:5E:3D:57:17,189.177.146.98,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,17:02:45,,,"Microsoft Windows 10 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:39:12"
T0033,T33-PV-01,AUTO-REC-10401,189.169.213.223,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:08:29,,,"Microsoft Windows 11 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:39:13"
T0034,T34-PV-01,08:62:66:86:65:64,187.211.205.126,offline,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",24-06-2026,18:33:03,,,"Microsoft Windows 10 Pro",x64,8,465,,"D:\PVSI","2026-06-24 19:25:33"
T0035,T35-PV-01,AUTO-REC-10404,189.177.9.78,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:08:30,,,"Microsoft Windows 11 Pro",x64,8,464,,"D:\PVSI","2026-06-26 07:39:08"
T0036,T36-PV-01,AUTO-REC-10413,189.177.30.36,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,18:57:58,,,"Microsoft Windows 10 Pro",x64,16,465,,"D:\PVSI","2026-06-26 07:39:08"
T0037,T37-PV-01,AUTO-REC-10414,187.144.10.214,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,18:58:38,,,"Microsoft Windows 10 Pro",x64,7,447,,"D:\PVSI","2026-06-26 07:39:01"
,T38-PV-01,08:BF:B8:31:60:2D,189.163.224.122,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,18:54:58,,,"Microsoft Windows 11 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:39:07"
T0038,T38-PV-01,AUTO-REC-10415,189.177.64.230,offline,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,18:55:13,,,"Microsoft Windows 11 Pro",x64,8,446,,"D:\PVSI","2026-06-24 22:34:07"
T0039,T39-PV-01,3C:7C:3F:23:96:04,189.163.255.140,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,19:15:07,,,"Microsoft Windows 10 Pro",x64,6,447,,"D:\PVSI","2026-06-26 07:39:17"
T0040,T40-PV-01,AUTO-REC-10416,189.203.106.20,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,18:49:49,,,"Microsoft Windows 10 Pro",x64,6,446,,"D:\PVSI","2026-06-26 07:39:13"
T0041,T41-PV-01,AUTO-REC-10421,189.178.160.157,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,17:49:18,,,"Microsoft Windows 11 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:39:11"
T0042,T42-PV-01,AUTO-REC-10422,187.204.246.194,offline,VALLA,VALLARTA,3.67,"26.0.2_06.16 DBXW",23-06-2026,17:49:46,,,"Microsoft Windows 11 Pro",x64,8,446,,"D:\PVSI","2026-06-23 17:28:27"
T0043,T43-PV-01,AUTO-REC-10564,189.177.75.108,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,18:35:18,,,"Microsoft Windows 10 Pro",x64,8,447,,"D:\PVSI","2026-06-26 07:39:06"
T0045,T45-PV-01,AUTO-REC-10572,187.144.1.65,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,19:04:40,,,"Microsoft Windows 11 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:38:57"
T0046,T46-PV-01,D8:5E:D3:DA:1A:DE,202.5.100.169,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",26-06-2026,18:49:04,,,"Microsoft Windows 11 Pro",x64,7,446,,"D:\PVSI","2026-06-26 07:39:14"
T0047,T47-PV-01,AUTO-REC-10569,189.203.100.117,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,09:42:07,,,"Microsoft Windows 11 Pro",x64,8,446,,"D:\PVSI","2026-06-26 07:39:11"
00108,TAMARAL,B0:4F:13:0E:EB:40,187.199.171.136,online,BAJAC,"BAJA CALIFORNIA",2.47.0,"26.0.2_06.21 DBXW",26-06-2026,18:10:47,,,"Microsoft Windows 10 Pro",x64,8,910,,"D:\PVSI","2026-06-26 07:39:07"
TRANC,TRANCAS01,AUTO-REC-126,189.138.210.140,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,18:04:29,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,931,,"D:\PVSI","2026-06-26 07:38:53"
PTULA,TULUM,AUTO-REC-1378,187.155.141.164,online,PENLA,"PENINSULA TIENDAS",3.67,"26.7 R03.12.28",03-06-2026,08:29:21,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Pro",x64,8,910,,"D:\PVSI","2026-06-26 07:39:08"
,TULUMAUX,AUTO-REC-10360,187.147.17.128,online,,,3.67,,,,,,"Microsoft Windows 11 Pro",x64,8,455,,"C:\ProgramData\DistributionAgent\files","2026-06-26 07:38:56"
TUXTL,TUXTLACHICO,AUTO-REC-20934,189.148.8.166,online,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,07:18:48,,,"Microsoft Windows 10 Pro N",x64,4,953,,"D:\PVSI","2026-06-26 07:39:07"
TAKIS,TUXTLACHICO2,AUTO-REC-11749,189.148.20.209,online,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,18:54:35,,,"Microsoft Windows 7 Professional",x86,3,2095,,"D:\PVSI","2026-06-26 07:38:52"
TTUX2,TUXTLACHICO2,AUTO-REC-20954,189.148.18.36,offline,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,18:54:36,,,"Microsoft Windows 11 Pro",x64,8,455,,"D:\PVSI","2026-06-25 19:04:12"
XTUSA,TUZAMAPAN01,AUTO-REC-104,201.97.221.140,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.21 DBXW",26-06-2026,18:17:45,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,912,,"D:\XTUZA","2026-06-26 07:39:18"
,UNIVERSIDAD,10:98:19:28:B3:73,189.148.17.77,online,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,18:56:50,,,"Microsoft Windows 11 Pro",x64,8,455,,"D:\PVSI","2026-06-26 07:39:11"
UNIVE,UNIVERSIDAD,AUTO-REC-20984,189.148.31.103,offline,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",24-06-2026,18:41:03,,,"Microsoft Windows 11 Pro",x64,8,455,,"D:\PVSI","2026-06-24 18:53:53"
VVENA,VENDEDORB2B,AUTO-REC-40737,189.203.106.57,online,VALLA,VALLARTA,3.67,"26.0.2_06.13 DBXW",25-06-2026,17:21:34,,,"Microsoft Windows 11 Pro",x64,6,464,,"D:\PVSI","2026-06-26 07:39:06"
